Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
1.728121e-13	9.82785072051e-06	0.1	1.728121e-13	6.315601e-14	0.1	1.728121e-13	1.4395395e-12	0.1	1.728121e-13	1.718957e-07	0.1	1.728121e-13	9.551695e-11	0.1	1.728121e-13	1.37238205e-12	0.1	1.728121e-13	8.490395e-14	0.1
4.165075e-13	9.59025009654e-06	0.1	4.165075e-13	1.503748e-13	0.1	4.165075e-13	3.4275517e-12	0.1	4.165075e-13	4.092847e-07	0.1	4.165075e-13	2.274264e-10	0.1	4.165075e-13	3.26764918e-12	0.1	4.165075e-13	2.021568e-13	0.1
9.302497e-13	9.10800691902e-06	0.1	9.302497e-13	3.273971e-13	0.1	9.302497e-13	7.4624897e-12	0.1	9.302497e-13	8.910973e-07	0.1	9.302497e-13	4.951543e-10	0.1	9.302497e-13	7.114347599999999e-12	0.1	9.302497e-13	4.401371e-13	0.1
1.861078e-12	8.295180047370001e-06	0.1	1.861078e-12	6.257704e-13	0.1	1.861078e-12	1.4263429999999999e-11	0.1	1.861078e-12	1.703199e-06	0.1	1.861078e-12	9.464132e-10	0.1	1.861078e-12	1.3598008500000001e-11	0.1	1.861078e-12	8.412561e-13	0.1
3.253178e-12	7.21290487023e-06	0.1	3.253178e-12	1.023053e-12	0.1	3.253178e-12	2.3318856e-11	0.1	3.253178e-12	2.784509e-06	0.1	3.253178e-12	1.547263e-09	0.1	3.253178e-12	2.22309828e-11	0.1	3.253178e-12	1.375345e-12	0.1
4.894661e-12	6.116709832290001e-06	0.1	4.894661e-12	1.425446e-12	0.1	4.894661e-12	3.2490761e-11	0.1	4.894661e-12	3.879726e-06	0.1	4.894661e-12	2.15584e-09	0.1	4.894661e-12	3.09749781e-11	0.1	4.894661e-12	1.916302e-12	0.1
6.6261e-12	5.14046259486e-06	0.1	6.6261e-12	1.783808e-12	0.1	6.6261e-12	4.0659044e-11	0.1	6.6261e-12	4.855102e-06	0.1	6.6261e-12	2.697825e-09	0.1	6.6261e-12	3.87621904e-11	0.1	6.6261e-12	2.398067e-12	0.1
8.717358e-12	4.166708332500001e-06	0.1	8.717358e-12	2.141254e-12	0.1	8.717358e-12	4.8806462e-11	0.1	8.717358e-12	5.827987e-06	0.1	8.717358e-12	3.238427e-09	0.1	8.717358e-12	4.65295151e-11	0.1	8.717358e-12	2.878601e-12	0.1
1.080862e-11	3.3774122255400003e-06	0.1	1.080862e-11	2.43099e-12	0.1	1.080862e-11	5.5410545e-11	0.1	1.080862e-11	6.616579e-06	0.1	1.080862e-11	3.676622e-09	0.1	1.080862e-11	5.28254792e-11	0.1	1.080862e-11	3.268108e-12	0.1
1.289987e-11	2.7376326234e-06	0.1	1.289987e-11	2.665841e-12	0.1	1.289987e-11	6.076361699999999e-11	0.1	1.289987e-11	7.255789e-06	0.1	1.289987e-11	4.031811e-09	0.1	1.289987e-11	5.7928802e-11	0.1	1.289987e-11	3.583831e-12	0.1
1.499113e-11	2.21904480933e-06	0.1	1.499113e-11	2.856205e-12	0.1	1.499113e-11	6.5102654e-11	0.1	1.499113e-11	7.773913e-06	0.1	1.499113e-11	4.319716e-09	0.1	1.499113e-11	6.206541330000001e-11	0.1	1.499113e-11	3.839747e-12	0.1
1.743071e-11	1.73686163121e-06	0.1	1.743071e-11	3.033205e-12	0.1	1.743071e-11	6.913710300000001e-11	0.1	1.743071e-11	8.255666e-06	0.1	1.743071e-11	4.587411e-09	0.1	1.743071e-11	6.59116306e-11	0.1	1.743071e-11	4.077697e-12	0.1
1.995737e-11	1.3476175236900002e-06	0.1	1.995737e-11	3.17609e-12	0.1	1.995737e-11	7.2393947e-11	0.1	1.995737e-11	8.644563e-06	0.1	1.995737e-11	4.803509e-09	0.1	1.995737e-11	6.9016518e-11	0.1	1.995737e-11	4.269784e-12	0.1
2.248403e-11	1.0456055438400001e-06	0.1	2.248403e-11	3.286952e-12	0.1	2.248403e-11	7.4920911e-11	0.1	2.248403e-11	8.946306e-06	0.1	2.248403e-11	4.971178e-09	0.1	2.248403e-11	7.142556599999999e-11	0.1	2.248403e-11	4.418823e-12	0.1
2.501068e-11	8.11277187147e-07	0.1	2.501068e-11	3.37297e-12	0.1	2.501068e-11	7.688155799999999e-11	0.1	2.501068e-11	9.180425e-06	0.1	2.501068e-11	5.101271e-09	0.1	2.501068e-11	7.3294728e-11	0.1	2.501068e-11	4.534461e-12	0.1
