Batch	m_SP	13	P3	W1	W2	W3	W4	W5	W6	R	P1	P2	P4	P5	P6																							
1.652462e-13	9.832182677190002e-06	0.1	1.652462e-13	8.397083e-119	0.1	1.652462e-13	8.397083e-119	0.1	1.652462e-13	1.965218e-10	0.1	1.652462e-13	8.397083e-119	0.1	1.652462e-13	5.328209e-08	0.1	1.652462e-13	1.377023e-10	0.1	1.652462e-13	2.349967e-08	0.1	1.652462e-13	1.316247e-08	0.1	1.652462e-13	6.26254e-08	0.1	1.652462e-13	2.14716e-10	0.1	1.652462e-13	1.45762e-08	0.1	1.652462e-13	2.484276e-11	0.1
3.961006e-13	9.6028410103262e-06	0.1	3.961006e-13	2.014874e-118	0.1	3.961006e-13	2.014874e-118	0.1	3.961006e-13	4.688574e-10	0.1	3.961006e-13	2.014874e-118	0.1	3.961006e-13	1.266108e-07	0.1	3.961006e-13	3.440508e-10	0.1	3.961006e-13	5.579311e-08	0.1	3.961006e-13	3.205967e-08	0.1	3.961006e-13	1.46908e-07	0.1	3.961006e-13	5.115978e-10	0.1	3.961006e-13	3.430888e-08	0.1	3.961006e-13	5.846397e-11	0.1
8.860841e-13	9.1346278258458e-06	0.1	8.860841e-13	4.516538e-118	0.1	8.860841e-13	4.516538e-118	0.1	8.860841e-13	1.038327e-09	0.1	8.860841e-13	4.516538e-118	0.1	8.860841e-13	2.780711e-07	0.1	8.860841e-13	8.327054e-10	0.1	8.860841e-13	1.223188e-07	0.1	8.860841e-13	7.399557e-08	0.1	8.860841e-13	3.139279e-07	0.1	8.860841e-13	1.129937e-09	0.1	8.860841e-13	7.384197e-08	0.1	8.860841e-13	1.257853e-10	0.1
1.776465e-12	8.344640214839201e-06	0.1	1.776465e-12	9.084781e-118	0.1	1.776465e-12	9.084781e-118	0.1	1.776465e-12	2.043345e-09	0.1	1.776465e-12	9.084781e-118	0.1	1.776465e-12	5.393815e-07	0.1	1.776465e-12	1.877565e-09	0.1	1.776465e-12	2.365245e-07	0.1	1.776465e-12	1.557407e-07	0.1	1.776465e-12	5.792318e-07	0.1	1.776465e-12	2.213353e-09	0.1	1.776465e-12	1.380303e-07	0.1	1.776465e-12	2.34976e-10	0.1
3.048437e-12	7.3395084664191e-06	0.1	3.048437e-12	1.564946e-117	0.1	3.048437e-12	1.564946e-117	0.1	3.048437e-12	3.412625e-09	0.1	3.048437e-12	1.564946e-117	0.1	3.048437e-12	8.836848e-07	0.1	3.048437e-12	3.656967e-09	0.1	3.048437e-12	3.858701e-07	0.1	3.048437e-12	2.822307e-07	0.1	3.048437e-12	8.831386e-07	0.1	3.048437e-12	3.67412e-09	0.1	3.048437e-12	2.143892e-07	0.1	3.048437e-12	3.646415e-10	0.1
3.880023e-12	6.7526040710884e-06	0.1	3.880023e-12	1.995879e-117	0.1	3.880023e-12	1.995879e-117	0.1	3.880023e-12	4.265978e-09	0.1	3.880023e-12	1.995879e-117	0.1	3.880023e-12	1.091769e-06	0.1	3.880023e-12	4.962255e-09	0.1	3.880023e-12	4.754856e-07	0.1	3.880023e-12	3.694247e-07	0.1	3.880023e-12	1.040703e-06	0.1	3.880023e-12	4.576018e-09	0.1	3.880023e-12	2.557122e-07	0.1	3.880023e-12	4.346794e-10	0.1
4.863845e-12	6.1221870429695e-06	0.1	4.863845e-12	2.506858e-117	0.1	4.863845e-12	2.506858e-117	0.1	4.863845e-12	5.23351e-09	0.1	4.863845e-12	2.506858e-117	0.1	4.863845e-12	1.321957e-06	0.1	4.863845e-12	6.615056e-09	0.1	4.863845e-12	5.740381e-07	0.1	4.863845e-12	4.75673e-07	0.1	4.863845e-12	1.19124e-06	0.1	4.863845e-12	5.59112e-09	0.1	4.863845e-12	2.969068e-07	0.1	4.863845e-12	5.043754e-10	0.1
6.076022e-12	5.4306756326719e-06	0.1	6.076022e-12	3.137395e-117	0.1	6.076022e-12	3.137395e-117	0.1	6.076022e-12	6.364277e-09	0.1	6.076022e-12	3.137395e-117	0.1	6.076022e-12	1.583576e-06	0.1	6.076022e-12	8.768562e-09	0.1	6.076022e-12	6.852861e-07	0.1	6.076022e-12	6.093633e-07	0.1	6.076022e-12	1.330981e-06	0.1	6.076022e-12	6.767874e-09	0.1	6.076022e-12	3.375983e-07	0.1	6.076022e-12	5.73052e-10	0.1
8.30826e-12	4.3667949079018e-06	0.1	8.30826e-12	4.29871e-117	0.1	8.30826e-12	4.29871e-117	0.1	8.30826e-12	8.276212e-09	0.1	8.30826e-12	4.29871e-117	0.1	8.30826e-12	2.008756e-06	0.1	8.30826e-12	1.292002e-08	0.1	8.30826e-12	8.642961e-07	0.1	8.30826e-12	8.574367e-07	0.1	8.30826e-12	1.483544e-06	0.1	8.30826e-12	8.73539e-09	0.1	8.30826e-12	3.885507e-07	0.1	8.30826e-12	6.586327e-10	0.1
1.05405e-11	3.5239713594306002e-06	0.1	1.05405e-11	5.457089e-117	0.1	1.05405e-11	5.457089e-117	0.1	1.05405e-11	9.980289e-09	0.1	1.05405e-11	5.457089e-117	0.1	1.05405e-11	2.370596e-06	0.1	1.05405e-11	1.712145e-08	0.1	1.05405e-11	1.014832e-06	0.1	1.05405e-11	1.100405e-06	0.1	1.05405e-11	1.536508e-06	0.1	1.05405e-11	1.046709e-08	0.1	1.05405e-11	4.153956e-07	0.1	1.05405e-11	7.032253e-10	0.1
